window,total_dio_tx,total_dio_rx,total_dao_tx,total_dao_rx,total_dis_tx,total_global_repair,total_local_repair,total_parent_switch,total_queue_flush,total_not_assoc,distinct_dio_versions_network,n_nodes_active,total_tx_count,total_delivered,avg_latency_ms_network,pdr_window,label_attack
256,11,17,0,0,0,0,0,0,0,0,1,3,3,3,112.66666666666667,1.0,1
257,8,16,0,0,0,0,0,0,0,0,1,6,6,6,104.16666666666667,1.0,1
258,8,7,0,0,0,0,0,0,0,0,1,6,6,6,116.5,1.0,1
259,6,8,0,0,0,0,0,0,0,0,1,6,6,6,109.16666666666667,1.0,1
260,2,1,0,0,0,0,0,0,0,0,1,7,7,7,113.71428571428571,1.0,1
261,11,12,0,0,0,0,0,0,0,0,1,4,4,4,114.0,1.0,1
262,3,1,0,0,0,0,0,0,0,0,1,3,3,3,118.33333333333333,1.0,1
263,6,8,0,0,0,0,0,0,0,0,1,6,6,6,110.33333333333333,1.0,1
264,7,7,0,0,0,0,0,0,0,0,1,6,6,6,107.33333333333333,1.0,1
265,4,7,0,0,0,0,0,0,0,0,1,6,6,6,106.83333333333333,1.0,1
266,9,5,0,0,0,0,0,0,0,0,1,7,7,7,113.57142857142857,1.0,1
267,5,3,0,0,0,0,0,0,0,0,1,4,4,4,110.75,1.0,1
268,8,3,0,0,0,0,0,0,0,0,1,3,3,3,105.33333333333333,1.0,1
269,4,2,0,0,0,0,0,0,0,0,1,6,6,6,114.0,1.0,1
270,4,3,0,0,0,0,0,0,0,0,1,6,6,6,110.66666666666667,1.0,1
271,6,10,0,0,0,0,0,0,0,0,1,6,6,6,116.5,1.0,1
272,13,12,0,0,0,0,0,0,0,0,1,6,6,6,110.33333333333333,1.0,1
273,8,7,0,0,0,0,0,0,0,0,1,4,4,4,112.75,1.0,1
274,3,2,0,0,0,0,0,0,0,0,1,3,3,3,103.66666666666667,1.0,1
275,7,18,0,0,0,0,0,0,0,0,1,6,6,6,113.0,1.0,1
276,9,29,0,0,0,0,0,0,0,0,1,6,6,6,113.16666666666667,1.0,1
277,4,7,0,0,0,0,0,0,0,0,1,6,6,6,111.16666666666667,1.0,1
278,6,11,0,0,0,0,0,0,0,0,1,6,6,6,110.33333333333333,1.0,1
279,3,2,0,0,0,0,0,0,0,0,1,4,4,4,112.75,1.0,1
280,9,17,0,0,0,0,0,0,0,0,1,3,3,3,116.66666666666667,1.0,1
281,8,6,0,0,0,0,0,0,0,0,1,6,6,6,106.16666666666667,1.0,1
282,10,13,0,0,0,0,0,0,0,0,1,6,6,6,116.0,1.0,1
283,10,15,0,0,0,0,0,0,0,0,1,6,6,6,97.16666666666667,1.0,1
284,8,22,0,0,0,0,0,0,0,0,1,6,6,6,118.0,1.0,1
285,5,13,0,0,0,0,0,0,0,0,1,4,4,4,122.25,1.0,1
286,8,11,0,0,0,0,0,0,0,0,1,3,3,3,125.33333333333333,1.0,1
287,6,16,0,0,0,0,0,0,0,0,1,5,5,5,111.0,1.0,1
288,11,13,0,0,0,0,0,0,0,0,1,6,6,6,124.5,1.0,1
289,6,18,0,0,0,0,0,0,0,0,1,6,6,6,121.83333333333333,1.0,1
290,7,8,0,0,0,0,0,0,0,0,1,6,6,6,113.33333333333333,1.0,1
291,9,11,0,0,0,0,0,0,0,0,1,4,4,4,98.25,1.0,1
292,11,29,0,0,0,0,0,0,0,0,1,3,3,3,114.66666666666667,1.0,1
293,8,15,0,0,0,0,0,0,0,0,1,5,5,5,113.8,1.0,1
294,3,2,0,0,0,0,0,0,0,0,1,6,6,6,109.66666666666667,1.0,1
295,13,25,0,0,0,0,0,0,0,0,1,6,6,6,114.33333333333333,1.0,1
296,7,16,0,0,0,0,0,0,0,0,1,6,6,6,104.16666666666667,1.0,1
297,3,1,0,0,0,0,0,0,0,0,1,4,4,4,122.5,1.0,1
298,7,6,0,0,0,0,0,0,0,0,1,3,3,3,116.0,1.0,1
299,6,5,0,0,0,0,0,0,0,0,1,5,5,5,106.2,1.0,1
300,12,6,0,0,0,0,0,0,0,0,1,6,6,6,109.16666666666667,1.0,1
301,2,5,0,0,0,0,0,0,0,0,1,5,5,5,112.2,1.0,1
302,7,4,0,0,0,0,0,0,0,0,1,4,4,4,104.25,1.0,1
303,4,1,0,0,0,0,0,0,0,0,1,4,4,4,104.25,1.0,1
304,1,1,0,0,0,0,0,0,0,0,1,3,3,3,121.33333333333333,1.0,1
305,7,6,0,0,0,0,0,0,0,0,1,5,5,5,106.8,1.0,1
306,6,2,0,0,0,0,0,0,0,0,1,6,6,6,108.83333333333333,1.0,1
307,5,3,0,0,0,0,0,0,0,0,1,5,5,5,111.0,1.0,1
308,7,0,0,0,0,0,0,0,0,0,0,4,4,4,108.25,1.0,1
309,3,2,0,0,0,0,0,0,0,0,1,3,3,3,112.66666666666667,1.0,1
310,5,3,0,0,0,0,0,0,0,0,1,3,3,3,110.66666666666667,1.0,1
311,5,5,0,0,0,0,0,0,0,0,1,5,5,5,110.8,1.0,1
312,7,4,0,0,0,0,0,0,0,0,1,6,6,6,108.83333333333333,1.0,1
313,6,2,0,0,0,0,0,0,0,0,1,5,5,5,112.4,1.0,1
314,4,1,0,0,0,0,0,0,0,0,1,3,3,3,128.33333333333334,1.0,1
315,6,1,0,0,0,0,0,0,0,0,1,3,3,3,116.66666666666667,1.0,1
316,5,3,0,0,0,0,0,0,0,0,1,3,3,3,111.0,1.0,1
317,5,3,0,0,0,0,0,0,0,0,1,5,5,5,106.6,1.0,1
318,6,3,4,2,0,0,0,1,0,0,1,6,6,6,104.5,1.0,1
319,7,5,2,1,0,0,0,0,0,0,1,5,5,5,109.2,1.0,1
320,7,3,3,1,0,0,1,1,1,0,1,3,3,3,125.66666666666667,1.0,1
321,3,2,0,0,0,0,0,0,0,0,1,3,3,3,120.33333333333333,1.0,1
322,6,4,0,0,0,0,0,0,0,0,1,3,3,3,111.33333333333333,1.0,1
323,6,3,0,0,0,0,0,0,0,0,1,5,5,5,102.6,1.0,1
324,10,15,0,0,1,0,0,1,0,0,1,6,6,6,108.33333333333333,1.0,1
325,7,8,4,2,0,0,0,0,0,0,1,5,5,5,109.0,1.0,1
326,6,2,4,2,0,0,0,0,0,0,1,3,3,3,105.66666666666667,1.0,1
327,10,11,3,1,0,0,1,2,1,0,1,3,3,3,116.66666666666667,1.0,1
328,5,1,4,2,0,0,0,0,0,0,1,3,3,3,118.66666666666667,1.0,1
329,9,13,5,2,0,0,1,2,1,0,1,3,3,3,109.0,1.0,1
330,5,4,4,2,0,0,0,0,0,0,1,5,5,5,110.8,1.0,1
331,7,7,3,1,0,0,1,1,1,0,1,5,5,5,105.6,1.0,1
332,4,0,0,0,0,0,0,0,0,0,0,3,3,3,106.33333333333333,1.0,1
333,5,4,0,0,0,0,0,0,0,0,1,3,3,3,95.66666666666667,1.0,1
334,8,8,0,0,1,0,0,1,0,0,1,3,3,3,110.66666666666667,1.0,1
335,11,14,4,2,0,0,0,0,0,0,1,3,3,3,113.66666666666667,1.0,1
336,5,6,4,2,0,0,0,0,0,0,1,5,5,5,110.2,1.0,1
337,5,4,1,0,0,0,1,1,1,0,1,4,4,4,110.5,1.0,1
338,2,2,0,0,0,0,0,0,0,0,1,3,3,3,99.66666666666667,1.0,1
339,5,5,4,2,0,0,0,1,0,0,1,2,2,2,124.0,1.0,1
340,6,4,4,2,0,0,0,0,0,0,1,3,3,3,120.0,1.0,1
341,7,2,1,0,0,0,1,1,1,0,1,3,3,3,114.66666666666667,1.0,1
342,5,3,0,0,0,0,0,0,0,0,1,5,5,5,107.6,1.0,1
343,8,5,0,0,0,0,0,0,0,0,1,3,3,3,107.66666666666667,1.0,1
344,8,7,0,0,1,0,0,0,0,0,1,3,3,3,110.33333333333333,1.0,1
345,8,18,2,1,0,0,0,1,0,0,1,2,2,2,102.5,1.0,1
346,10,9,3,1,0,0,0,0,0,0,1,3,3,3,111.33333333333333,1.0,1
347,5,11,4,2,0,0,1,1,1,0,1,3,3,3,112.0,1.0,1
348,7,14,2,1,1,0,0,1,0,0,1,5,5,5,106.4,1.0,1
349,8,12,2,1,0,0,0,0,0,0,1,3,3,3,99.66666666666667,1.0,1
350,4,14,4,2,0,0,0,0,0,0,1,3,3,3,111.33333333333333,1.0,1
351,10,8,1,0,0,0,1,1,1,0,1,2,2,2,110.5,1.0,1
352,9,14,0,0,0,0,0,1,0,0,1,3,3,3,109.66666666666667,1.0,1
353,6,8,4,2,0,0,0,0,0,0,1,2,2,2,120.0,1.0,1
354,4,8,4,2,0,0,0,0,0,0,1,5,5,5,103.0,1.0,1
355,4,4,1,0,0,0,1,2,1,0,1,3,3,3,106.0,1.0,1
356,10,13,4,2,0,0,0,0,0,0,1,3,3,3,107.66666666666667,1.0,1
357,6,6,4,2,0,0,0,0,0,0,1,2,2,2,111.5,1.0,1
358,7,11,1,0,0,0,1,1,1,0,1,3,3,3,109.66666666666667,1.0,1
359,10,12,0,0,0,0,0,0,0,0,1,2,2,2,108.5,1.0,1
